7150,4450
6948.44,4584.38
6984.64,4753.31
6922.83,4892.39
6675,5437.5
6887.5,5175
6950,5300
6725,5175
6553.57,5346.43
6400,5320.83
6400,5643.75
6332.17,5762.44
6322.41,5813.76
6112.08,5996.58
5862.71,5621.93
6055.37,5913.84
5919.88,5775
5899,5425
6124,5479.64
6052,5553
5899,5554.43
6339.29,5250
6124,5250
6057.11,5216.29
5945.18,5072.37
5725,4952.27
5670.58,4907.74
5602.78,4752.78
5600,4750
6137.5,4600
6570.45,4429.55
6571.67,4433.67
5857.14,4235.71
6498.33,4275
5975,4275
5725,4000
5840.91,4154.55
5725,4000
5891.67,3875
5725,3625
5525,3525
5432.14,3432.14
5420.45,3400
5501.47,3251.47
5646.05,2905.26
5581.58,3195.39
5800,3250
5800,3250
5961.36,3665.91
5919.12,3560.29
5946.51,3512.36
5949,3503
5949,3498.33
6201.5,3503
6200.19,3641.91
6262.24,3744.65
6631.25,3925
6478.77,4128.3
6265.91,3942.05
6236.11,3875
6233,3847
6659.38,3700
6306.21,3700
6299,3406.42
6715.62,3550
6377.39,3550
6299,3370.57
6072.09,3250
6201,3328
6121.64,3328
6003.62,3046.38
6201,3152.5
6076.05,3152.5
6309.25,3045.27
7100,3163.24
7021.88,3200
6511.35,3200
6274.72,2975.28
6375,2875
6225,2950.01
6014.73,2978.84
5722.41,2803.45
5744.03,2565.71
6075,2949.01
6225,2550
6075,2550
5855.97,2484.29
5870,2330
6375,2550
6225,2550
6225,1975
6375,2550
6375,1735
6775,695.833
6775,-31265.1
6945.21,1093.09
6801.38,796.961
8165.62,1581.25
8380.77,2011.54
8422.73,1959.09
8353.57,2075
8872.37,1809.21
8845,1645
8570,1370
8561.25,1317.5
9055,1505
8700,-625
8700,-36241.6
9005,1885
9112.5,1562.5
9115.91,2075
9091.67,1986.11
9370.65,1614.13
9402.27,1602.27
9650,487.5
9650,-35067.7
9750,937.5
9487.5,1687.5
9750,1600
9504.55,1727.27
9442.86,2035.71
9750,2050
9750,1933.33
9788.46,1869.23
9950,1800
10076.6,1754.03
10000,1800
10283.8,1736.76
10795,1365
10331.2,2068.75
10522.2,2183.33
10225,2175
9882.14,2182.14
10000,2093.75
10108.3,2175
9550,2250
9855,2250
9935,2450
9870.24,2655.95
9995,2500
10000,2500
10308.8,2510.14
10100,2533.33
10100,2831.25
9942.74,2945.97
9946.43,2946.43
9933.33,2950
9835.71,3242.86
9917.31,3378.85
10012.5,3400
10150,3512.5
10150,3950
10275,3981.25
10305,4000
10275,4075
9858.33,3708.33
9955,3805
9979.17,3950
9875,3400
9696.43,3667.86
9575,3400
9575,3708.33
9460.94,3841.41
9325,3637.5
9025,3562.5
9025,3475
8975,3425
8975,3191.67
9325,3339.29
9225,3325
9050,3091.67
9463.24,3260.29
9050,3050
9331.25,3050
9653.57,2950
9603.12,3126.56
9471.15,3236.54
9625,2705
9625,2900
9612.5,2450
9579.17,2650
9400,2100
9550,2250
9550,2325
9129.55,2100
9045.27,2331.76
9375,2441.67
9375,2650
9375,2650
9375,2900
9367.31,2905.77
8952.37,2464.47
9175,2650
9175,2841.67
9050,3050
9050,3008.33
8750,2542.31
8750,2608.33
8278.14,2192.34
8427.17,2368.48
8375,2525
7316.09,2934.43
7307.35,2875
7288.24,2550
7361.61,2238.17
7337.5,2950
8091.67,2950
8375,2950
8621.88,2950
8659.38,3050
8627.17,3307.61
8615,3335
8253.57,3010.71
8297.22,3141.67
8589.29,3360.71
7738.33,4100
7771.67,3975
7830,3850
7911.11,3714.81
7915,3715
7741.67,4825
7691.67,4450
7691.67,4450
7544.35,5333.06
7757.26,4871.77
8345.75,4978.77
8400,4450
8670.45,4856.82
8400,4890.62
8400,4450
8400,3817.11
8427.54,3805.51
8844.29,3833.57
8688.04,3857.61
8831.25,4615.62
8765,4450
8885,4350
9037.5,4350
9744.57,4151.09
9851.47,4498.53
9273.08,4067.31
9287.74,4030.66
9442.83,3959.08
9393.75,4550
9858.33,4550
9306.25,4600
9375,4875
8975,4687.5
9143.18,4561.36
9233.33,4600
9191.67,4875
8908.33,4936.11
8975,4825
9158.33,4825
8924.54,4973.93
9130.42,5058.75
9158.37,5094.11
9050.5,5203
8866.77,5116.61
8925.54,5203
8500,5300
8921.58,5300
8410,5300
8500,5300
8851.04,5475.52
9050.5,5344.04
9002,5500.99
8934.68,5434.93
8965.89,5369.29
9151.22,5499.6
9153.19,5370.92
9380.3,5200
9278.24,5737.75
9239.29,5767.88
9380.56,6191.67
9708.33,6241.67
9925,6025
9596.15,5200
9602.05,5193.03
9937.5,4668.75
10275,4725
9625,5150
9630,5130
10200,5293.75
10150,5558.33
10200,5425
10475,5425
10475,5425
10475,5587.5
10375,6075
10126.3,5728.95
10150,5710
10207.1,5721.43
10287.5,5775
10375,5891.67
10241.7,6075
10375,6075
10375,6400
10504.3,6438.79
10544.4,6800
10358.3,6400
10243.2,6356.82
10075,6250
10100,6250
10121.4,6255.36
9875,6350
10025,6575
10085.8,6808.78
10025,6775
9850,6350
9850,6775
9700,6300
9716.67,6316.67
9614.53,6827.33
9378.85,6201.92
9575,6300
9467.54,6930.22
9405,6555
9065,6525
9212.74,6273.11
9202.78,6352.78
9213.85,5777.88
9065,6150
8846.84,5684.39
9002,5736.28
9023.99,5751.51
8670.45,5743.18
8850,6012.5
8285.14,5567.57
8625,5737.5
7724.14,6050
7752.68,5958.04
8625,6150
8850,6150
8850,6150
8850,6525
7768.97,6150
8625,6150
8625,6717.86
7486.54,7136.54
7481.42,7121.9
7605.56,6675
7788.51,6263.35
8506.19,6870.62
7620,7270
7761.96,8033.7
7685.71,7500
7970.67,8427.93
7982.88,8434.25
8450,7500
8785.71,7550
8526.6,7385.11
8493.1,7172.99
8545,7000
9007.35,7572.06
8968.75,7550
9300,7108.33
9340.62,7000
9347.73,6996.21
9431.52,6982.25
9156.25,7596.88
9300,7525
9125,7925
9275,7775
9800,7775
9093.75,8018.75
9225,8075
8853.57,8025
9075,8025
9075,8545
9376.79,8454.46
9325,9275
9503.57,9364.29
8950,10050
9054.55,9663.64
9100,9800
8900,10000
8750,9950
9000,9650
8725,9925
9000,9356.25
9000,9650
8807.47,8705.52
8937.5,8850
8975,8925
8875,9325
8253.57,8550
8532.55,8647.64
8777.78,9383.33
8486.36,9845.45
8723.81,9464.29
8726.19,9485.71
8385.61,9261.36
8280.33,9893
7675,9250
7721.67,9075
8007.3,8462.92
8225,8550
8318.33,9110
7818.75,9859.38
7675,9500
7664.71,10350
7544.44,11031.5
8191.67,9950
7719.74,10246.1
7776.09,10020.7
7838.89,9950
8750,10400
8313.89,10691.7
8388.33,10245
7656.67,11237.2
8343.18,10779.5
8325,11300
7668.75,11350
8225,11350
7875,46425
7259.88,16899.4
7375,12525
8496.43,11553.6
8575,11300
8575,11475
8549,10831
8608.33,11275
8519.44,11008.3
8750,11275
8750,10784.6
8975,11475
8950,11435
9175,10975
8950,10490.6
8960.71,10760.7
8950,10756.2
8888.43,10710.1
8898.53,10548.5
9300,10000
9029.55,10440.9
9225,10050
9800,10000
9800,9382.81
9800,10312.5
9800,10000
10525,10000
10925,10225
11050,10287.5
10775,10358.3
10875,10325
11050,10412.5
10743.8,10400
10525,10375
10550,10400
9850,10612.5
9850,10487.5
9850,10975
9850,10612.5
10550,10700
10968.8,10700
10525,10725
11025,10725
10850,10900
10850,11137.5
10650,11000
10825,11175
10525,10975
10542.9,11000
9850,10975
10485.7,11400
10825,11331.2
10550,11400
11000,11850
10886.1,11354.2
11000,11525
11200,11425
11100,11193.8
11100,11012.5
11200,11268.8
11150,10837.5
11150,10725
11169.1,10710.3
11403.6,11217.9
11578.6,11614.3
11486.4,11245.5
11683.3,10950
12050,10950
11850,10616.7
11962.5,10350
11850,10487.5
11934.1,10361.4
11725,10425
11660.7,10553.6
11359.6,10628.8
11306.1,10667.1
11300,10666.7
11580.9,10333.8
11712.5,10287.5
11687.5,10312.5
11850,10125
11733.3,10183.3
11616.7,10066.7
11687.5,9925
11975,9958.33
11875,9925
12068.8,9937.5
11850,9500
11900,9075
11700,9120
11861.4,9152.27
11889.3,9250
11821.9,9485.94
11598.9,9140.22
11568.8,9215.62
11761.1,9504.17
11690.9,9556.82
11200,9400
11682.1,9560.71
11600,9808.33
11600,9725
11400,9725
11400,9941.67
11386.5,9959.62
11434.4,10103.1
11431.5,10109.8
11300,10215
11125,10175
11200,9885
11200,10175
11133.9,9832.14
11016.7,10066.7
10900,10150
10775,10150
10975,10075
10825,9925
11100,9741.67
10725,9925
10575,10000
10525,10000
10800,9700
10525,9608.33
11106.8,9529.55
11100,9550
11195.5,9400
11108.5,9506.3
11050,8900
11050,8685
10825,8550
10825,8775
10700,8900
10808.3,8525
10425.8,9343.7
9800,9382.81
10650,8935.71
10650,8955
10513.3,9283.11
10475,8525
10583.3,8850
10434.4,8464.06
9800,7845
9800,7775
9800,7775
9868.32,7467.57
10010.3,7380.17
10302.1,7055.99
10350,7050
10400.8,7089.52
10500,7625
10571.9,7517.19
10500,7775
10533.5,7951.6
10516.9,7802.03
10703.6,8150
10907.1,8228.57
10887.5,8150
11050,8685
11050,8550
11067.9,8496.43
11108.3,8708.33
11125,8975
11250,8850
11185.8,9293.92
11093.5,9132.41
11500,9008.33
11300,9141.67
11500,8997.09
11300,8859.59
11293.1,8850
11329.9,8803
11582.4,8882.12
11502.5,8803
11900,8682.22
11700,8837.6
11350,8587.5
11501.4,8684.14
11370.9,8639.78
11315.6,8446.88
11350,8550
11118.3,7651.67
11396.3,8258.61
11020.3,8043.75
11762.8,8587.66
11700,8550
11405.8,8255.77
11928,8627
11650,8046.43
12160.4,8483.96
11200,7317.86
11748.1,7706.34
11650,7736.54
11216.3,7469.67
11200,7412.5
11283,6800
11321.7,6970.28
11300,6675
11551.5,6374.23
10847.5,6049.17
11300.5,6604
11300,6604.56
10860.4,6201.39
10845.7,6075
11444.5,6004.35
11300.5,6003
11466.9,5916.54
11324.6,5825.44
11124.5,5828.64
11500,5650
11425,5575
11745.5,5777.27
11700,5716.67
12200,6050
11700,5300
12215,5300
11835,4825
11900,3850
11900,3975
11850,3650
11575,3925
11725,4025
11881.2,4025
11900,4100
11900,4450
11698.4,4584.38
11734.6,4753.31
11672.8,4892.39
11425,5437.5
11637.5,5175
11700,5300
11475,5175
11303.6,5346.43
11150,5320.83
11150,5643.75
11082.2,5762.44
11072.4,5813.76
10862.1,5996.58
10612.7,5621.93
10805.4,5913.84
10669.9,5775
10649,5425
10874,5479.64
10802,5553
10649,5554.43
11089.3,5250
10874,5250
10807.1,5216.29
10695.2,5072.37
10475,4952.27
10420.6,4907.74
10352.8,4752.78
10350,4750
10887.5,4600
11320.5,4429.55
11321.7,4433.67
10607.1,4235.71
11248.3,4275
10725,4275
10475,4000
10590.9,4154.55
10475,4000
10641.7,3875
10475,3625
10275,3525
10182.1,3432.14
10170.5,3400
10251.5,3251.47
10396.1,2905.26
10331.6,3195.39
10550,3250
10550,3250
10711.4,3665.91
10669.1,3560.29
10696.5,3512.36
10699,3503
10699,3498.33
10951.5,3503
10950.2,3641.91
11012.2,3744.65
11381.2,3925
11228.8,4128.3
11015.9,3942.05
10986.1,3875
10983,3847
11409.4,3700
11056.2,3700
11049,3406.42
11465.6,3550
11127.4,3550
11049,3370.57
10822.1,3250
10951,3328
10871.6,3328
10753.6,3046.38
10951,3152.5
10826,3152.5
11059.2,3045.27
11850,3163.24
11771.9,3200
11261.3,3200
11024.7,2975.28
11125,2875
10975,2950.01
10764.7,2978.84
10472.4,2803.45
10494,2565.71
10825,2949.01
10975,2550
10825,2550
10606,2484.29
10620,2330
11125,2550
10975,2550
10975,1975
11125,2550
11125,1735
11525,695.833
11525,-30299.6
11695.2,1093.09
11551.4,796.961
12915.6,1581.25
13130.8,2011.54
13172.7,1959.09
13103.6,2075
13622.4,1809.21
13595,1645
13320,1370
13311.2,1317.5
13805,1505
13450,-625
13450,-25983.4
13755,1885
13862.5,1562.5
13865.9,2075
13841.7,1986.11
14120.7,1614.13
14152.3,1602.27
14400,487.5
14400,-23953.6
14500,937.5
14237.5,1687.5
14500,1600
14254.5,1727.27
14192.9,2035.71
14500,2050
14500,1933.33
14538.5,1869.23
14700,1800
14826.6,1754.03
14750,1800
15033.8,1736.76
15545,1365
15081.2,2068.75
15272.2,2183.33
14975,2175
14632.1,2182.14
14750,2093.75
14858.3,2175
14300,2250
14605,2250
14685,2450
14620.2,2655.95
14745,2500
14750,2500
15058.8,2510.14
14850,2533.33
14850,2831.25
14692.7,2945.97
14696.4,2946.43
14683.3,2950
14585.7,3242.86
14667.3,3378.85
14762.5,3400
14900,3512.5
14900,3950
15025,3981.25
15055,4000
15025,4075
14608.3,3708.33
14705,3805
14729.2,3950
14625,3400
14446.4,3667.86
14325,3400
14325,3708.33
14210.9,3841.41
14075,3637.5
13775,3562.5
13775,3475
13725,3425
13725,3191.67
14075,3339.29
13975,3325
13800,3091.67
14213.2,3260.29
13800,3050
14081.2,3050
14403.6,2950
14353.1,3126.56
14221.2,3236.54
14375,2705
14375,2900
14362.5,2450
14329.2,2650
14150,2100
14300,2250
14300,2325
13879.5,2100
13795.3,2331.76
14125,2441.67
14125,2650
14125,2650
14125,2900
14117.3,2905.77
13702.4,2464.47
13925,2650
13925,2841.67
13800,3050
13800,3008.33
13500,2542.31
13500,2608.33
13028.1,2192.34
13177.2,2368.48
13125,2525
12066.1,2934.43
12057.4,2875
12038.2,2550
12111.6,2238.17
12087.5,2950
12841.7,2950
13125,2950
13371.9,2950
13409.4,3050
13377.2,3307.61
13365,3335
13003.6,3010.71
13047.2,3141.67
13339.3,3360.71
12488.3,4100
12521.7,3975
12580,3850
12661.1,3714.81
12665,3715
12441.7,4450
12491.7,4825
12441.7,4450
12294.4,5333.06
12507.3,4871.77
13095.8,4978.77
13150,4450
13420.5,4856.82
13150,4890.62
13150,4450
13150,3817.11
13177.5,3805.51
13594.3,3833.57
13438,3857.61
13581.2,4615.62
13515,4450
13635,4350
13787.5,4350
14494.6,4151.09
14601.5,4498.53
14023.1,4067.31
14037.7,4030.66
14192.8,3959.08
14143.8,4550
14608.3,4550
14056.2,4600
14125,4875
13725,4687.5
13893.2,4561.36
13983.3,4600
13941.7,4875
13658.3,4936.11
13725,4825
13908.3,4825
13674.5,4973.93
13880.4,5058.75
13908.4,5094.11
13800.5,5203
13616.8,5116.61
13675.5,5203
13250,5300
13671.6,5300
13160,5300
13250,5300
13601,5475.52
13800.5,5344.04
13752,5500.99
13684.7,5434.93
13715.9,5369.29
13901.2,5499.6
13903.2,5370.92
14130.3,5200
14028.2,5737.75
13989.3,5767.88
14130.6,6191.67
14458.3,6241.67
14675,6025
14346.2,5200
14352,5193.03
14687.5,4668.75
15025,4725
14375,5150
14380,5130
14950,5293.75
14900,5558.33
14950,5425
15225,5425
15225,5425
15225,5587.5
15125,6075
14876.3,5728.95
14900,5710
14957.1,5721.43
15037.5,5775
15125,5891.67
14991.7,6075
15125,6075
15125,6400
15254.3,6438.79
15294.4,6800
15108.3,6400
14993.2,6356.82
14825,6250
14850,6250
14871.4,6255.36
14625,6350
14775,6575
14835.8,6808.78
14775,6775
14600,6350
14600,6775
14450,6300
14466.7,6316.67
14364.5,6827.33
14128.8,6201.92
14325,6300
14217.5,6930.22
14155,6555
13815,6525
13962.7,6273.11
13952.8,6352.78
13963.8,5777.88
13815,6150
13596.8,5684.39
13752,5736.28
13774,5751.51
13420.5,5743.18
13600,6012.5
13035.1,5567.57
13375,5737.5
12474.1,6050
12502.7,5958.04
13375,6150
13600,6150
13600,6150
13600,6525
12519,6150
13375,6150
13375,6717.86
12236.5,7136.54
12231.4,7121.9
12355.6,6675
12538.5,6263.35
13256.2,6870.62
12370,7270
12512,8033.7
12435.7,7500
12720.7,8427.93
12732.9,8434.25
13200,7500
13535.7,7550
13276.6,7385.11
13243.1,7172.99
13295,7000
13757.4,7572.06
13718.8,7550
14050,7108.33
14090.6,7000
14097.7,6996.21
14181.5,6982.25
13906.2,7596.88
14050,7525
13875,7925
14025,7775
14550,7775
13843.8,8018.75
13975,8075
13603.6,8025
13825,8025
13825,8545
14126.8,8454.46
14075,9275
14253.6,9364.29
13700,10050
13804.5,9663.64
13850,9800
13650,10000
13500,9950
13750,9650
13475,9925
13750,9356.25
13750,9650
13557.5,8705.52
13687.5,8850
13725,8925
13625,9325
13003.6,8550
13282.5,8647.64
13527.8,9383.33
13236.4,9845.45
13473.8,9464.29
13476.2,9485.71
13135.6,9261.36
13030.3,9893
12425,9250
12471.7,9075
12757.3,8462.92
12975,8550
13068.3,9110
12568.8,9859.38
12425,9500
12414.7,10350
12294.4,11031.5
12941.7,9950
12469.7,10246.1
12526.1,10020.7
12588.9,9950
13500,10400
13063.9,10691.7
13138.3,10245
12406.7,11237.2
13093.2,10779.5
13075,11300
12418.8,11350
12975,11350
13075,68025
12009.9,16899.4
12125,12525
13246.4,11553.6
13325,11300
13325,11475
13299,10831
13358.3,11275
13269.4,11008.3
13500,11275
13500,10784.6
13725,11475
13700,11435
14065,11815
13925,10975
13700,10490.6
13710.7,10760.7
13700,10756.2
13638.4,10710.1
13648.5,10548.5
14050,10000
13779.5,10440.9
13975,10050
14550,10000
14550,9382.81
14550,10312.5
14550,10000
15275,10000
15675,10225
15800,10287.5
15525,10358.3
15625,10325
15800,10412.5
15493.8,10400
15275,10375
15300,10400
14600,10612.5
14600,10487.5
14600,10975
14600,10612.5
15300,10700
15718.8,10700
15275,10725
15775,10725
15600,10900
15600,11137.5
15400,11000
15575,11175
15275,10975
15292.9,11000
14600,10975
15235.7,11400
14008.2,24163.7
14159.9,17034.4
14389.9,12320.3
14600,11804.5
15575,11331.2
15300,11400
18453,25365
15750,11850
15636.1,11354.2
15750,11525
15950,11425
15850,11193.8
15850,11012.5
15950,11268.8
15900,10837.5
15900,10725
15919.1,10710.3
16153.6,11217.9
25868.7,27514.4
16328.6,11614.3
16236.4,11245.5
16433.3,10950
16800,10950
16600,10616.7
46059.4,20703.1
16712.5,10350
16600,10487.5
16684.1,10361.4
16475,10425
16410.7,10553.6
16109.6,10628.8
16056.1,10667.1
16050,10666.7
16330.9,10333.8
16462.5,10287.5
16437.5,10312.5
16600,10125
16483.3,10183.3
16366.7,10066.7
16437.5,9925
16725,9958.33
16625,9925
37374.6,12501.4
19087.5,10350
16818.8,9937.5
16600,9500
50825,9500
42325,9250
37075,9075
16650,9075
16450,9120
16611.4,9152.27
16639.3,9250
16571.9,9485.94
16348.9,9140.22
16318.8,9215.62
16511.1,9504.17
16440.9,9556.82
15950,9400
16432.1,9560.71
16350,9808.33
16350,9725
16150,9725
16150,9941.67
16136.5,9959.62
16184.4,10103.1
16181.5,10109.8
16050,10215
15875,10175
15950,9885
15950,10175
15883.9,9832.14
15766.7,10066.7
15650,10150
15525,10150
15725,10075
15575,9925
15850,9741.67
15475,9925
15325,10000
15275,10000
15550,9700
15275,9608.33
15856.8,9529.55
15850,9550
15945.5,9400
15858.5,9506.3
15800,8900
15800,8685
15575,8550
15575,8775
15450,8900
15558.3,8525
15175.8,9343.7
14550,9382.81
15400,8935.71
15400,8955
15263.3,9283.11
15225,8525
15333.3,8850
15184.4,8464.06
14550,7845
14550,7775
14550,7775
14618.3,7467.57
14760.3,7380.17
15052.1,7055.99
15100,7050
15150.8,7089.52
15250,7625
15321.9,7517.19
15250,7775
15283.5,7951.6
